epoch,step,lr,train_l1,val_psnr,val_ssim,sec
1,1414,3.000e-04,0.038254,28.0862,0.71584,1078.5
2,2828,2.998e-04,0.037550,28.1797,0.71925,1067.6
3,4242,2.992e-04,0.037266,28.2748,0.72025,1067.7
4,5656,2.982e-04,0.037186,28.2905,0.72018,1068.1
5,7070,2.967e-04,0.036984,28.3280,0.72243,1069.5
6,8484,2.949e-04,0.036926,28.2361,0.72214,1066.8
7,9898,2.927e-04,0.036822,28.3481,0.72206,1068.8
8,11312,2.900e-04,0.036753,28.3314,0.72205,1071.3
9,12726,2.870e-04,0.036819,28.4234,0.72401,1068.6
10,14140,2.837e-04,0.036688,28.4239,0.72458,1067.7
11,15554,2.799e-04,0.036676,28.4236,0.72388,1065.8
12,16968,2.758e-04,0.036610,28.4353,0.72401,1068.3
13,18382,2.714e-04,0.036578,28.3330,0.72589,1066.7
14,19796,2.666e-04,0.036535,28.4623,0.72570,1067.0
15,21210,2.615e-04,0.036453,28.3932,0.72494,1066.1
16,22624,2.561e-04,0.036504,28.4577,0.72560,1068.8
17,24038,2.504e-04,0.036477,28.4578,0.72467,1067.6
18,25452,2.444e-04,0.036423,28.3960,0.72641,1067.0
19,26866,2.382e-04,0.036387,28.4068,0.72672,1069.0
20,28280,2.317e-04,0.036408,28.4538,0.72648,1069.6
21,29694,2.250e-04,0.036307,28.4125,0.72554,1068.6
22,31108,2.181e-04,0.036329,28.4463,0.72638,1068.0
23,32522,2.110e-04,0.036292,28.5115,0.72734,1068.2
24,33936,2.038e-04,0.036331,28.5176,0.72783,1069.1
25,35350,1.964e-04,0.036306,28.4535,0.72713,1068.0
26,36764,1.888e-04,0.036177,28.4122,0.72666,1070.0
27,38178,1.812e-04,0.036291,28.5015,0.72803,1070.0
28,39592,1.735e-04,0.036200,28.5379,0.72854,1068.5
29,41006,1.657e-04,0.036113,28.5059,0.72835,1069.9
30,42420,1.579e-04,0.036206,28.5369,0.72797,1069.9
31,43834,1.500e-04,0.036155,28.5439,0.72692,1070.1
32,45248,1.421e-04,0.036253,28.5717,0.72749,1069.1
33,46662,1.343e-04,0.036133,28.5434,0.72804,1068.9
34,48076,1.265e-04,0.036134,28.5509,0.72813,1068.6
35,49490,1.188e-04,0.036135,28.5260,0.72836,1067.6
36,50904,1.112e-04,0.036190,28.5282,0.72763,1070.6
37,52318,1.036e-04,0.036083,28.5746,0.72885,1067.6
38,53732,9.624e-05,0.036079,28.5434,0.72853,1068.6
39,55146,8.899e-05,0.036069,28.5467,0.72884,1069.4
40,56560,8.190e-05,0.036016,28.5736,0.72850,1069.3
41,57974,7.500e-05,0.036054,28.5671,0.72880,1067.9
42,59388,6.830e-05,0.035994,28.5699,0.72898,1069.7
43,60802,6.183e-05,0.036020,28.5629,0.72854,1069.8
44,62216,5.560e-05,0.036013,28.5577,0.72890,1069.3
45,63630,4.963e-05,0.036066,28.5532,0.72895,1067.9
46,65044,4.393e-05,0.036058,28.5660,0.72942,1068.1
47,66458,3.853e-05,0.036016,28.5858,0.72945,1067.3
48,67872,3.343e-05,0.035956,28.5722,0.72948,1069.2
49,69286,2.865e-05,0.035977,28.5983,0.72960,1069.0
50,70700,2.420e-05,0.036039,28.5863,0.72949,1068.3
51,72114,2.010e-05,0.035966,28.6062,0.72931,1070.2
52,73528,1.635e-05,0.036006,28.5857,0.72928,1069.4
53,74942,1.297e-05,0.035903,28.5856,0.72970,1067.5
54,76356,9.963e-06,0.035905,28.5920,0.72957,1067.5
55,77770,7.342e-06,0.036004,28.6027,0.72953,1067.2
56,79184,5.111e-06,0.035935,28.5932,0.72969,1068.1
57,80598,3.278e-06,0.035893,28.6027,0.72964,1067.8
58,82012,1.847e-06,0.035906,28.5971,0.72964,1067.8
59,83426,8.217e-07,0.035992,28.5991,0.72963,1067.8
60,84840,2.056e-07,0.036021,28.5992,0.72962,1059.3
