epoch,step,lr,train_l1,val_psnr,val_ssim,sec
1,1414,3.000e-04,0.020781,33.6957,0.89739,62.3
2,2828,2.998e-04,0.019694,33.9629,0.90246,61.8
3,4242,2.992e-04,0.019395,34.0857,0.90063,62.1
4,5656,2.982e-04,0.019189,34.1152,0.90237,61.6
5,7070,2.967e-04,0.019090,33.9498,0.90333,62.0
6,8484,2.949e-04,0.019069,34.2505,0.90225,61.8
7,9898,2.927e-04,0.018993,34.2154,0.90561,62.3
8,11312,2.900e-04,0.018965,34.3594,0.90492,62.6
9,12726,2.870e-04,0.018871,34.2172,0.90552,62.6
10,14140,2.837e-04,0.018778,34.3935,0.90538,62.4
11,15554,2.799e-04,0.018688,34.3149,0.90739,62.3
12,16968,2.758e-04,0.018644,34.1957,0.90711,62.0
13,18382,2.714e-04,0.018627,34.4406,0.90338,62.2
14,19796,2.666e-04,0.018569,34.4240,0.90820,62.0
15,21210,2.615e-04,0.018527,34.4799,0.90540,62.3
16,22624,2.561e-04,0.018475,34.5261,0.90877,62.2
17,24038,2.504e-04,0.018434,34.4276,0.90895,62.3
18,25452,2.444e-04,0.018418,34.4674,0.90911,62.3
19,26866,2.382e-04,0.018398,34.6126,0.90768,62.4
20,28280,2.317e-04,0.018351,34.5811,0.90881,62.2
21,29694,2.250e-04,0.018250,34.5696,0.90715,62.5
22,31108,2.181e-04,0.018292,34.5400,0.90959,62.5
23,32522,2.110e-04,0.018296,34.5103,0.91047,62.6
24,33936,2.038e-04,0.018218,34.4820,0.91137,62.5
25,35350,1.964e-04,0.018143,34.5939,0.91134,62.2
26,36764,1.888e-04,0.018125,34.6684,0.90975,62.2
27,38178,1.812e-04,0.018087,34.6814,0.91002,62.6
28,39592,1.735e-04,0.018138,34.6746,0.91010,62.5
29,41006,1.657e-04,0.018101,34.7194,0.90949,62.2
30,42420,1.579e-04,0.017966,34.7077,0.91150,62.3
31,43834,1.500e-04,0.017865,34.7547,0.91309,62.3
32,45248,1.421e-04,0.017865,34.8202,0.91292,62.2
33,46662,1.343e-04,0.017784,34.7532,0.91147,62.6
34,48076,1.265e-04,0.017779,34.8119,0.91403,62.1
35,49490,1.188e-04,0.017714,34.8099,0.91413,62.3
36,50904,1.112e-04,0.017671,34.8136,0.91332,62.6
37,52318,1.036e-04,0.017574,34.8782,0.91635,62.2
38,53732,9.624e-05,0.017522,34.9291,0.91415,62.2
39,55146,8.899e-05,0.017548,34.8269,0.91659,62.0
40,56560,8.190e-05,0.017493,34.9316,0.91479,62.3
41,57974,7.500e-05,0.017432,34.9930,0.91741,62.0
42,59388,6.830e-05,0.017382,35.0093,0.91774,62.2
43,60802,6.183e-05,0.017378,34.9541,0.91856,62.3
44,62216,5.560e-05,0.017297,35.0139,0.91826,62.3
45,63630,4.963e-05,0.017242,35.0480,0.91907,62.1
46,65044,4.393e-05,0.017244,35.0532,0.91852,62.4
47,66458,3.853e-05,0.017244,35.0767,0.91928,62.2
48,67872,3.343e-05,0.017094,35.0783,0.91957,62.1
49,69286,2.865e-05,0.017183,35.1003,0.91966,62.3
50,70700,2.420e-05,0.017183,35.1043,0.91869,62.2
51,72114,2.010e-05,0.017142,35.0924,0.92022,62.3
52,73528,1.635e-05,0.017102,35.1265,0.91989,62.3
53,74942,1.297e-05,0.017128,35.1355,0.92017,62.3
54,76356,9.963e-06,0.017156,35.1150,0.92070,62.3
55,77770,7.342e-06,0.017084,35.1401,0.92049,62.1
56,79184,5.111e-06,0.016996,35.1466,0.92036,62.2
57,80598,3.278e-06,0.017002,35.1399,0.92061,62.3
58,82012,1.847e-06,0.017055,35.1366,0.92075,62.3
59,83426,8.217e-07,0.016995,35.1447,0.92070,62.1
60,84840,2.056e-07,0.017087,35.1463,0.92062,62.4
