replica,domain,column,strength,row,psnr_db,ssim,noop_db,gain_db,gain_ssim,reference_row,denominator_db,retained
2,synthetic,d1,2,d2,34.48926111642184,0.9214693633883212,32.67496009701294,1.8143010194088944,0.07557874127732755,d1,3.6889545041294767,0.49181984146942875
2,synthetic,d1,2,d3,33.72127720685072,0.8970969367195183,32.67496009701294,1.04631710983778,0.05120631460852465,d1,3.6889545041294767,0.28363513528467627
2,synthetic,d1,2,d3n,32.52033678153311,0.8840904382640767,32.67496009701294,-0.15462331547983155,0.0381998161530831,d1,3.6889545041294767,-0.04191521345864896
2,synthetic,d1,3,noop,30.894490275674023,0.7748359337211215,30.894490275674023,0.0,0.0,d1,4.334853674122982,0.0
2,synthetic,d1,3,d0,34.9600642094142,0.9273101205669099,30.894490275674023,4.0655739337401755,0.1524741868457884,d1,4.334853674122982,0.9378803160092164
2,synthetic,d1,3,d1,35.229343949797006,0.928632514286489,30.894490275674023,4.334853674122982,0.1537965805653675,d1,4.334853674122982,1.0
2,synthetic,d1,3,d15,32.400109849849215,0.8524954789681054,30.894490275674023,1.505619574175192,0.07765954524698393,d1,4.334853674122982,0.34732881138826577
2,synthetic,d1,3,d2,32.520848563467396,0.8486416993118787,30.894490275674023,1.6263582877933729,0.07380576559075724,d1,4.334853674122982,0.3751818192853797
2,synthetic,d1,3,d3,31.734265190088692,0.8176826863865337,30.894490275674023,0.8397749144146687,0.04284675266541227,d1,4.334853674122982,0.19372624257831955
2,synthetic,d1,3,d3n,31.238824082495462,0.812005330998573,30.894490275674023,0.34433380682143877,0.0371693972774515,d1,4.334853674122982,0.07943377855565185
2,synthetic,d1,4,noop,29.555017341649588,0.7152391380953117,29.555017341649588,0.0,0.0,d1,4.267340538132359,0.0
2,synthetic,d1,4,d0,33.73535769108875,0.8963132103004366,29.555017341649588,4.180340349439163,0.18107407220512495,d1,4.267340538132359,0.9796125507407308
2,synthetic,d1,4,d1,33.82235787978195,0.8961060158299728,29.555017341649588,4.267340538132359,0.18086687773466115,d1,4.267340538132359,1.0
2,synthetic,d1,4,d15,31.056264751953698,0.7967802192067877,29.555017341649588,1.50124741030411,0.08154108111147595,d1,4.267340538132359,0.3517992990925315
2,synthetic,d1,4,d2,31.295546179041615,0.7937517123910742,29.555017341649588,1.7405288373920271,0.07851257429576253,d1,4.267340538132359,0.40787202751664753
2,synthetic,d1,4,d3,30.173587212002893,0.74459305369798,29.555017341649588,0.6185698703533049,0.029353915602668312,d1,4.267340538132359,0.14495441946239138
2,synthetic,d1,4,d3n,29.882207992267162,0.7428380017017535,29.555017341649588,0.3271906506175739,0.027598863606441815,d1,4.267340538132359,0.07667319907887453
2,synthetic,d1,5,noop,28.558297969836026,0.6715637728725801,28.558297969836026,0.0,0.0,d1,4.019997072533258,0.0
2,synthetic,d1,5,d0,32.62824856879006,0.8610452492863919,28.558297969836026,4.069950598954037,0.18948147641381186,d1,4.019997072533258,1.0124262594025473
2,synthetic,d1,5,d1,32.578295042369284,0.850131735614208,28.558297969836026,4.019997072533258,0.1785679627416279,d1,4.019997072533258,1.0
2,synthetic,d1,5,d15,30.199401436210238,0.7497593740678169,28.558297969836026,1.6411034663742115,0.07819560119523683,d1,4.019997072533258,0.4082349904150669
2,synthetic,d1,5,d2,30.36729143921758,0.7478705550555332,28.558297969836026,1.808993469381555,0.07630678218295317,d1,4.019997072533258,0.44999870316860513
2,synthetic,d1,5,d3,29.0104755956802,0.6909863305819426,28.558297969836026,0.4521776258441754,0.01942255770936252,d1,4.019997072533258,0.11248207839097488
2,synthetic,d1,5,d3n,28.77597969538729,0.6903001117720291,28.558297969836026,0.21768172555126242,0.018736338899449034,d1,4.019997072533258,0.054149722406162656
2,synthetic,d1,all,noop,31.212422108753188,0.7811771545485712,31.212422108753188,0.0,0.0,d1,3.7867490505881136,0.0
2,synthetic,d1,all,d0,33.503816784961685,0.8976955796407422,31.212422108753188,2.2913946762084976,0.11651842509217103,d1,3.7867490505881136,0.6051086685695808
2,synthetic,d1,all,d1,34.9991711593413,0.9148761896857633,31.212422108753188,3.7867490505881136,0.13369903513719217,d1,3.7867490505881136,1.0
