row,tsrwgan,tsrwgan_gain,otis,otis_gain
noop,30.259645089567545,0.0,10.363494578855278,0.0
d0,26.84462006056688,-3.4150250290006667,9.805119497405808,-0.5583750814494692
d1,30.262,0.0023549104324551706,10.372,0.008505421144722192
d15,28.004,-2.255645089567544,9.926108757572383,-0.43738582128289494
d2,28.556,-1.7036450895675443,9.966438198673117,-0.3970563801821605
d3,30.89,0.6303549104324553,10.606,0.24250542114472218
d3n,30.2,-0.059645089567545995,10.341,-0.02249457885527839
