domain,column,strength,row,psnr_db_n,psnr_db_mean,psnr_db_min,psnr_db_max,psnr_db_range,ssim_n,ssim_mean,ssim_min,ssim_max,ssim_range,gain_db_n,gain_db_mean,gain_db_min,gain_db_max,gain_db_range,gain_ssim_n,gain_ssim_mean,gain_ssim_min,gain_ssim_max,gain_ssim_range,denominator_db_n,denominator_db_mean,denominator_db_min,denominator_db_max,denominator_db_range,retained_n,retained_mean,retained_min,retained_max,retained_range,source
synthetic,d0,all,d0,4,35.007706300141095,34.810109448320986,35.25341549865293,0.44330605033194104,4,0.8883661292914184,0.8837243752725807,0.8927474645241885,0.009023089251607774,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,0.16811852817688439,0.16576223295268755,0.1711596725932869,0.005397439640599355,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,1.0,1.0,1.0,0.0,original_synthetic_results
synthetic,d0,all,d1,4,34.22600108461762,34.025151362674336,34.437478802891405,0.41232744021706935,4,0.843784894634007,0.8384356643011872,0.8479702928505594,0.009534628549372148,4,4.515226889354678,4.4547773014480505,4.5557631630696065,0.10098586162155598,4,0.12353729351947282,0.1211896162164604,0.12587096162189337,0.004681345405432968,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,0.852428575591208,0.8477624680580019,0.858400260143832,0.010637792085830045,original_synthetic_results
synthetic,d0,all,d15,4,31.773648737177858,31.553781911464924,31.987272086344973,0.43349017488004904,4,0.7937473180234391,0.7876298898069511,0.7981043433938788,0.010474453586927668,4,2.0628745419149146,1.9834078502386383,2.0934856184122133,0.11007776817357495,4,0.073499716908905,0.07132366675977986,0.07578265178007693,0.004458985020297068,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,0.389415617140787,0.3785320638755361,0.39443325540390617,0.01590119152837005,original_synthetic_results
synthetic,d0,all,d2,4,31.85126255059851,31.663618997063434,32.0348758103993,0.37125681333586513,4,0.7923706465719758,0.7865197422946563,0.7972016500450076,0.010681907750351383,4,2.1404883553355676,2.0932449358371485,2.1722832621543056,0.07903832631715701,4,0.07212304545744172,0.0704209734109087,0.07395503961536243,0.003534066204453734,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,0.404101332773446,0.3994846154825838,0.4093032167376647,0.009818601255080883,original_synthetic_results
synthetic,d0,all,d3,4,30.464406130595624,30.304489025706975,30.632503379320315,0.32801435361334086,4,0.7483531923031724,0.7411474861306764,0.7545203035508803,0.013372817420203909,4,0.753631935332681,0.734114964480689,0.7952558121226225,0.061140847641933505,4,0.028105591188638285,0.02758360679116545,0.028582783451382543,0.0009991766602170937,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,0.14229136652399088,0.1378298585878611,0.15058547053068141,0.012755611942820322,original_synthetic_results
synthetic,d0,all,d3n,4,30.056742637048814,29.80702734482456,30.291832876536766,0.48480553171220464,4,0.7448688525151176,0.7370600467520141,0.7520784667672965,0.015018420015282419,4,0.3459684417858675,0.23665328359827598,0.39804640860400653,0.16139312500573055,4,0.024621251400583494,0.024203604713851856,0.02529779013319755,0.0010941854193456946,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,0.06523784282733332,0.04516512115881756,0.07426752977164941,0.02910240861283185,original_synthetic_results
synthetic,d0,all,noop,4,29.710774195262942,29.570374061226286,29.89378646793276,0.3234124067064741,4,0.720247601114534,0.7125647026792938,0.726780676634099,0.014215973954805117,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,5.296932104878153,5.239735387094701,5.359629030720168,0.11989364362546695,4,0.0,0.0,0.0,0.0,original_synthetic_results
synthetic,d1,1,d0,4,31.11894666339956,30.808321222296343,31.526728529217188,0.7184073069208452,4,0.870218789693036,0.8635606066945573,0.8809599156983359,0.017399309003778618,4,-3.4414377094678015,-3.6868003087648233,-2.9789855899352204,0.7078147188296029,4,-0.03196385446694813,-0.03857341841912609,-0.022005674301189826,0.016567744117936267,4,2.587554313272758,2.5157291734722307,2.6286019883059097,0.11287281483367906,4,-1.3312142259651103,-1.4271743095855791,-1.1332965596115703,0.29387774997400884,original_synthetic_results
synthetic,d1,1,d1,4,37.14793868614012,37.00194432361585,37.30886956156699,0.3069252379511411,4,0.9561373114616929,0.9548042635514703,0.9572742778258704,0.0024700142744000786,4,2.587554313272758,2.5157291734722307,2.6286019883059097,0.11287281483367906,4,0.053954667301708836,0.05199962224199173,0.056447957608621535,0.0044483353666298076,4,2.587554313272758,2.5157291734722307,2.6286019883059097,0.11287281483367906,4,1.0,1.0,1.0,0.0,original_synthetic_results
synthetic,d1,1,d15,4,35.366692172411504,35.23647211101693,35.5106945521395,0.2742224411225678,4,0.9504016112238368,0.9489337263196846,0.9517758145466657,0.0028420882269810654,4,0.8063077995441361,0.7175541640447349,0.8671442747653515,0.14959011072061656,4,0.048218967063852786,0.04650115896278706,0.05057742037683588,0.004076261414048821,4,2.587554313272758,2.5157291734722307,2.6286019883059097,0.11287281483367906,4,0.3112994728060334,0.28522711093514114,0.32988800838738297,0.04466089745224183,original_synthetic_results
