replica,row,epoch,step,lr,train_l1,val_psnr,val_ssim,sec
3,d0,17,24038.0,0.0002504,0.021053,34.1696,0.87681,61.8
3,d0,18,25452.0,0.0002444,0.020913,34.3217,0.87863,61.9
3,d0,19,26866.0,0.0002382,0.020879,34.3764,0.87849,61.6
3,d0,20,28280.0,0.0002317,0.020785,34.4249,0.87929,61.5
3,d0,21,29694.0,0.000225,0.02063,34.2782,0.88038,61.4
3,d0,22,31108.0,0.0002181,0.020587,34.4251,0.87898,61.4
3,d0,23,32522.0,0.000211,0.020545,34.5279,0.87714,61.8
3,d0,24,33936.0,0.0002038,0.020616,34.3844,0.8833,61.5
3,d0,25,35350.0,0.0001964,0.020426,34.6133,0.88096,61.4
3,d0,26,36764.0,0.0001888,0.020283,34.4988,0.88409,61.7
3,d0,27,38178.0,0.0001812,0.020357,34.5973,0.88221,61.7
3,d0,28,39592.0,0.0001735,0.02025,34.6258,0.88442,61.7
3,d0,29,41006.0,0.0001657,0.020135,34.5576,0.88268,61.4
3,d0,30,42420.0,0.0001579,0.020133,34.6474,0.88451,61.3
3,d0,31,43834.0,0.00015,0.02006,34.7637,0.88406,61.3
3,d0,32,45248.0,0.0001421,0.020069,34.6949,0.88578,61.4
3,d0,33,46662.0,0.0001343,0.019934,34.772,0.88472,61.3
3,d0,34,48076.0,0.0001265,0.01991,34.8361,0.88385,61.4
3,d0,35,49490.0,0.0001188,0.019886,34.8331,0.8848,61.7
3,d0,36,50904.0,0.0001112,0.019855,34.867,0.88639,61.6
3,d0,37,52318.0,0.0001036,0.019752,34.7181,0.88822,61.3
3,d0,38,53732.0,9.624e-05,0.019681,34.8763,0.88698,61.1
3,d0,39,55146.0,8.899e-05,0.019685,34.9148,0.8887,61.2
3,d0,40,56560.0,8.19e-05,0.019591,34.9503,0.88782,61.2
3,d0,41,57974.0,7.5e-05,0.019586,35.006,0.88703,61.5
3,d0,42,59388.0,6.83e-05,0.019506,34.7845,0.89042,61.5
3,d0,43,60802.0,6.183e-05,0.019487,34.9012,0.88886,61.2
3,d0,44,62216.0,5.56e-05,0.019469,35.0085,0.88919,61.2
3,d0,45,63630.0,4.963e-05,0.019521,34.8889,0.88998,61.4
3,d0,46,65044.0,4.393e-05,0.019451,34.8937,0.89057,61.3
3,d0,47,66458.0,3.853e-05,0.019414,35.0851,0.8878,61.5
3,d0,48,67872.0,3.343e-05,0.019364,35.0921,0.88984,61.4
3,d0,49,69286.0,2.865e-05,0.01928,35.0618,0.88975,61.5
3,d0,50,70700.0,2.42e-05,0.019358,35.0186,0.89138,61.5
3,d0,51,72114.0,2.01e-05,0.019281,35.1048,0.89063,61.4
3,d0,52,73528.0,1.635e-05,0.019291,35.094,0.89,61.4
3,d0,53,74942.0,1.297e-05,0.019175,35.1125,0.8906,61.2
3,d0,54,76356.0,9.963e-06,0.019177,35.1543,0.88975,61.2
3,d0,55,77770.0,7.342e-06,0.019275,35.154,0.89003,61.3
3,d0,56,79184.0,5.111e-06,0.019194,35.1278,0.89085,61.3
3,d0,57,80598.0,3.278e-06,0.01917,35.1459,0.89077,61.4
3,d0,58,82012.0,1.847e-06,0.019168,35.1336,0.89103,61.4
3,d0,59,83426.0,8.217e-07,0.019186,35.1513,0.89081,61.3
3,d0,60,84840.0,2.056e-07,0.019239,35.1484,0.89073,61.4
3,d1,1,1414.0,0.0003,0.023148,33.578,0.87253,62.2
3,d1,2,2828.0,0.0002998,0.021085,33.9377,0.88706,61.6
3,d1,3,4242.0,0.0002992,0.020455,34.0215,0.89446,61.5
3,d1,4,5656.0,0.0002982,0.020089,34.2931,0.90045,61.6
3,d1,5,7070.0,0.0002967,0.01979,34.4008,0.90042,61.7
3,d1,6,8484.0,0.0002949,0.019553,34.2386,0.90556,61.6
3,d1,7,9898.0,0.0002927,0.019292,34.4733,0.9051,61.5
3,d1,8,11312.0,0.00029,0.019217,34.0655,0.90737,61.7
3,d1,9,12726.0,0.000287,0.0191,34.5788,0.90178,61.7
3,d1,10,14140.0,0.0002837,0.019017,34.8414,0.90676,61.8
3,d1,11,15554.0,0.0002799,0.018916,34.7192,0.90845,61.6
3,d1,12,16968.0,0.0002758,0.018724,34.9202,0.90678,61.6
3,d1,13,18382.0,0.0002714,0.0187,34.6852,0.91205,61.5
3,d1,14,19796.0,0.0002666,0.018649,34.8329,0.90562,61.5
3,d1,15,21210.0,0.0002615,0.018482,34.8394,0.91379,61.6
3,d1,16,22624.0,0.0002561,0.018481,35.0447,0.9144,61.5
3,d1,17,24038.0,0.0002504,0.018423,35.0548,0.9133,61.5
3,d1,18,25452.0,0.0002444,0.018328,35.1129,0.91364,61.4
3,d1,19,26866.0,0.0002382,0.018242,35.1358,0.91482,61.3
3,d1,20,28280.0,0.0002317,0.018187,34.642,0.90185,61.4
3,d1,21,29694.0,0.000225,0.018178,34.9913,0.91695,61.3
3,d1,22,31108.0,0.0002181,0.018169,35.1614,0.91247,61.4
3,d1,23,32522.0,0.000211,0.018117,35.0963,0.91447,61.5
3,d1,24,33936.0,0.0002038,0.018098,35.1471,0.91894,61.3
3,d1,25,35350.0,0.0001964,0.018032,35.2119,0.91696,61.3
3,d1,26,36764.0,0.0001888,0.017893,35.2666,0.91675,61.2
3,d1,27,38178.0,0.0001812,0.017981,35.2531,0.9182,61.3
3,d1,28,39592.0,0.0001735,0.017929,35.2707,0.91747,61.3
3,d1,29,41006.0,0.0001657,0.017854,35.2542,0.91925,61.5
3,d1,30,42420.0,0.0001579,0.017776,35.3174,0.91738,61.3
3,d1,31,43834.0,0.00015,0.017783,35.2745,0.91872,61.1
3,d1,32,45248.0,0.0001421,0.017777,35.3323,0.91927,61.2
3,d1,33,46662.0,0.0001343,0.017707,35.396,0.91671,61.5
3,d1,34,48076.0,0.0001265,0.017708,35.3534,0.91723,61.2
3,d1,35,49490.0,0.0001188,0.017671,35.3938,0.91839,61.2
3,d1,36,50904.0,0.0001112,0.017682,35.4481,0.91904,61.2
3,d1,37,52318.0,0.0001036,0.017586,35.3994,0.92058,61.6
3,d1,38,53732.0,9.624e-05,0.017533,35.452,0.91827,61.1
3,d1,39,55146.0,8.899e-05,0.017537,35.4562,0.91963,61.6
3,d1,40,56560.0,8.19e-05,0.01752,35.5162,0.91968,61.1
3,d1,41,57974.0,7.5e-05,0.017471,35.5324,0.92038,61.8
3,d1,42,59388.0,6.83e-05,0.017436,35.4828,0.92152,61.2
3,d1,43,60802.0,6.183e-05,0.017408,35.555,0.92039,61.4
3,d1,44,62216.0,5.56e-05,0.017429,35.535,0.92144,61.3
3,d1,45,63630.0,4.963e-05,0.017442,35.4706,0.92227,61.4
3,d1,46,65044.0,4.393e-05,0.017407,35.5147,0.92215,61.9
3,d1,47,66458.0,3.853e-05,0.017418,35.5781,0.92117,61.4
3,d1,48,67872.0,3.343e-05,0.017371,35.5865,0.92228,61.3
3,d1,49,69286.0,2.865e-05,0.01731,35.5599,0.92252,61.6
3,d1,50,70700.0,2.42e-05,0.017369,35.5829,0.92233,61.6
3,d1,51,72114.0,2.01e-05,0.017294,35.6228,0.92142,61.1
3,d1,52,73528.0,1.635e-05,0.017283,35.621,0.9217,61.3
3,d1,53,74942.0,1.297e-05,0.017264,35.6064,0.92255,60.9
3,d1,54,76356.0,9.963e-06,0.017274,35.6384,0.92164,60.8
3,d1,55,77770.0,7.342e-06,0.0173,35.634,0.92169,60.9
3,d1,56,79184.0,5.111e-06,0.017264,35.64,0.92211,60.7
3,d1,57,80598.0,3.278e-06,0.017258,35.6383,0.92241,60.9
3,d1,58,82012.0,1.847e-06,0.017236,35.6382,0.92238,60.9
3,d1,59,83426.0,8.217e-07,0.017245,35.6393,0.92231,60.9
3,d1,60,84840.0,2.056e-07,0.017239,35.6394,0.92235,60.8
3,d15,1,1414.0,0.0003,0.020927,34.2237,0.9022,63.7
3,d15,2,2828.0,0.0002998,0.019693,34.3491,0.90631,62.9
3,d15,3,4242.0,0.0002992,0.019485,34.425,0.90775,63.0
3,d15,4,5656.0,0.0002982,0.019289,34.6864,0.90651,62.9
3,d15,5,7070.0,0.0002967,0.019146,34.5839,0.90964,63.5
3,d15,6,8484.0,0.0002949,0.01908,34.8624,0.90956,63.0
3,d15,7,9898.0,0.0002927,0.018996,34.6997,0.91005,62.5
3,d15,8,11312.0,0.00029,0.018957,34.7869,0.91108,62.4
3,d15,9,12726.0,0.000287,0.018885,34.8506,0.90901,61.8
3,d15,10,14140.0,0.0002837,0.01881,34.8653,0.91169,61.4
3,d15,11,15554.0,0.0002799,0.018738,34.9476,0.91192,61.1
3,d15,12,16968.0,0.0002758,0.018672,34.9145,0.91132,61.2
3,d15,13,18382.0,0.0002714,0.018569,35.0273,0.91384,61.3
3,d15,14,19796.0,0.0002666,0.018611,34.8754,0.91198,61.4
3,d15,15,21210.0,0.0002615,0.018579,35.0207,0.91343,60.9
3,d15,16,22624.0,0.0002561,0.018554,34.9274,0.91431,61.8
3,d15,17,24038.0,0.0002504,0.018487,34.9564,0.9141,62.0
3,d15,18,25452.0,0.0002444,0.018432,35.17,0.91271,62.0
3,d15,19,26866.0,0.0002382,0.018413,35.1006,0.91555,61.9
3,d15,20,28280.0,0.0002317,0.018387,35.2392,0.91233,61.8
3,d15,21,29694.0,0.000225,0.018315,35.098,0.91517,61.9
3,d15,22,31108.0,0.0002181,0.018343,35.249,0.91445,61.6
3,d15,23,32522.0,0.000211,0.018316,35.258,0.91497,61.9
3,d15,24,33936.0,0.0002038,0.018288,35.3122,0.91507,61.8
3,d15,25,35350.0,0.0001964,0.018196,35.1793,0.91608,61.8
3,d15,26,36764.0,0.0001888,0.0182,35.2806,0.9169,62.1
3,d15,27,38178.0,0.0001812,0.018213,35.2872,0.91598,61.7
3,d15,28,39592.0,0.0001735,0.018109,35.352,0.91646,61.9
3,d15,29,41006.0,0.0001657,0.018133,35.3305,0.91647,62.1
3,d15,30,42420.0,0.0001579,0.018122,35.1926,0.91734,62.3
3,d15,31,43834.0,0.00015,0.018061,35.2903,0.91726,62.1
3,d15,32,45248.0,0.0001421,0.018064,35.4089,0.91689,61.9
3,d15,33,46662.0,0.0001343,0.018025,35.4051,0.91509,61.7
3,d15,34,48076.0,0.0001265,0.017889,35.4333,0.91745,61.3
3,d15,35,49490.0,0.0001188,0.017866,35.4146,0.91903,61.4
3,d15,36,50904.0,0.0001112,0.017907,35.4308,0.91889,61.6
3,d15,37,52318.0,0.0001036,0.017792,35.5087,0.92001,61.6
3,d15,38,53732.0,9.624e-05,0.017708,35.5108,0.91963,61.1
3,d15,39,55146.0,8.899e-05,0.017671,35.5356,0.92042,61.4
3,d15,40,56560.0,8.19e-05,0.017699,35.5965,0.91971,61.5
3,d15,41,57974.0,7.5e-05,0.017637,35.5232,0.92041,61.2
3,d15,42,59388.0,6.83e-05,0.017591,35.5316,0.92217,61.5
3,d15,43,60802.0,6.183e-05,0.017621,35.5087,0.92147,61.5
3,d15,44,62216.0,5.56e-05,0.017515,35.5385,0.92172,61.4
3,d15,45,63630.0,4.963e-05,0.017623,35.5527,0.9223,61.2
3,d15,46,65044.0,4.393e-05,0.017552,35.6306,0.92274,61.2
3,d15,47,66458.0,3.853e-05,0.017496,35.6564,0.92166,61.1
3,d15,48,67872.0,3.343e-05,0.017467,35.6548,0.92314,61.3
3,d15,49,69286.0,2.865e-05,0.01743,35.6743,0.92299,61.0
3,d15,50,70700.0,2.42e-05,0.01739,35.6481,0.92339,61.1
3,d15,51,72114.0,2.01e-05,0.017317,35.688,0.9232,61.1
3,d15,52,73528.0,1.635e-05,0.017337,35.6608,0.92359,61.1
3,d15,53,74942.0,1.297e-05,0.017301,35.6919,0.92399,61.2
3,d15,54,76356.0,9.963e-06,0.017291,35.697,0.92382,61.3
3,d15,55,77770.0,7.342e-06,0.017408,35.7096,0.92365,61.3
3,d15,56,79184.0,5.111e-06,0.017285,35.701,0.92402,61.7
3,d15,57,80598.0,3.278e-06,0.017252,35.7177,0.9239,61.9
3,d15,58,82012.0,1.847e-06,0.017278,35.7041,0.92423,61.5
3,d15,59,83426.0,8.217e-07,0.017326,35.7094,0.92412,61.8
3,d15,60,84840.0,2.056e-07,0.017293,35.7092,0.92414,61.4
3,d2,1,1414.0,0.0003,0.023233,33.4718,0.87904,62.2
3,d2,2,2828.0,0.0002998,0.021944,33.6874,0.88288,61.3
3,d2,3,4242.0,0.0002992,0.021709,33.719,0.88215,61.5
3,d2,4,5656.0,0.0002982,0.021457,33.8375,0.88382,61.6
3,d2,5,7070.0,0.0002967,0.02132,33.9478,0.88616,61.4
3,d2,6,8484.0,0.0002949,0.021207,33.9641,0.88645,61.7
3,d2,7,9898.0,0.0002927,0.021095,34.0759,0.88696,61.8
3,d2,8,11312.0,0.00029,0.021006,33.9113,0.88863,61.9
3,d2,9,12726.0,0.000287,0.020895,34.1841,0.88862,61.8
3,d2,10,14140.0,0.0002837,0.020784,34.2115,0.88918,61.8
3,d2,11,15554.0,0.0002799,0.020666,34.228,0.8901,61.5
3,d2,12,16968.0,0.0002758,0.020605,34.153,0.88977,61.7
3,d2,13,18382.0,0.0002714,0.020517,34.1926,0.8927,61.6
3,d2,14,19796.0,0.0002666,0.020552,34.0943,0.89064,61.7
3,d2,15,21210.0,0.0002615,0.020506,34.2584,0.89248,61.7
3,d2,16,22624.0,0.0002561,0.020501,34.2403,0.89243,61.8
3,d2,17,24038.0,0.0002504,0.020405,34.2936,0.89339,61.6
3,d2,18,25452.0,0.0002444,0.020374,34.4463,0.89233,62.0
3,d2,19,26866.0,0.0002382,0.020317,34.3425,0.89468,62.2
3,d2,20,28280.0,0.0002317,0.020329,34.4387,0.89264,62.1
3,d2,21,29694.0,0.000225,0.020211,34.3407,0.89406,61.5
3,d2,22,31108.0,0.0002181,0.020274,34.4762,0.89147,61.7
3,d2,23,32522.0,0.000211,0.020219,34.3795,0.89242,61.8
3,d2,24,33936.0,0.0002038,0.020173,34.499,0.89438,61.9
3,d2,25,35350.0,0.0001964,0.020093,34.3648,0.8954,61.8
3,d2,26,36764.0,0.0001888,0.020074,34.473,0.89495,61.7
3,d2,27,38178.0,0.0001812,0.020114,34.5321,0.89583,61.7
3,d2,28,39592.0,0.0001735,0.020034,34.6027,0.89558,61.5
3,d2,29,41006.0,0.0001657,0.019998,34.5297,0.8944,61.7
3,d2,30,42420.0,0.0001579,0.020007,34.3684,0.89575,61.6
3,d2,31,43834.0,0.00015,0.01995,34.5236,0.89598,61.8
3,d2,32,45248.0,0.0001421,0.019985,34.5137,0.8972,61.7
3,d2,33,46662.0,0.0001343,0.01995,34.6575,0.89499,61.8
3,d2,34,48076.0,0.0001265,0.01984,34.6719,0.89658,61.9
3,d2,35,49490.0,0.0001188,0.019828,34.5783,0.89682,61.9
3,d2,36,50904.0,0.0001112,0.019948,34.6606,0.89721,61.7
3,d2,37,52318.0,0.0001036,0.019806,34.71,0.89798,61.9
3,d2,38,53732.0,9.624e-05,0.019726,34.6416,0.89737,62.0
3,d2,39,55146.0,8.899e-05,0.019751,34.6911,0.89845,61.9
3,d2,40,56560.0,8.19e-05,0.019774,34.7442,0.89729,62.5
3,d2,41,57974.0,7.5e-05,0.019742,34.7009,0.89813,62.1
3,d2,42,59388.0,6.83e-05,0.019683,34.6993,0.89887,62.4
3,d2,43,60802.0,6.183e-05,0.019719,34.6837,0.89837,62.0
3,d2,44,62216.0,5.56e-05,0.019636,34.6386,0.89893,62.0
3,d2,45,63630.0,4.963e-05,0.019754,34.721,0.89898,62.0
3,d2,46,65044.0,4.393e-05,0.019734,34.6937,0.89952,62.4
3,d2,47,66458.0,3.853e-05,0.019666,34.7666,0.89836,62.0
3,d2,48,67872.0,3.343e-05,0.01966,34.7451,0.89992,61.9
3,d2,49,69286.0,2.865e-05,0.0196,34.7589,0.89958,62.2
3,d2,50,70700.0,2.42e-05,0.019613,34.7543,0.89956,62.0
3,d2,51,72114.0,2.01e-05,0.019535,34.7818,0.89957,62.1
3,d2,52,73528.0,1.635e-05,0.01956,34.7374,0.89931,61.9
3,d2,53,74942.0,1.297e-05,0.01951,34.7808,0.89974,61.8
3,d2,54,76356.0,9.963e-06,0.019507,34.7765,0.89974,62.1
3,d2,55,77770.0,7.342e-06,0.019642,34.8006,0.89932,61.8
3,d2,56,79184.0,5.111e-06,0.019534,34.7955,0.89976,62.0
3,d2,57,80598.0,3.278e-06,0.01947,34.8145,0.8996,62.4
3,d2,58,82012.0,1.847e-06,0.019527,34.7892,0.89989,62.1
3,d2,59,83426.0,8.217e-07,0.019588,34.7973,0.89981,62.0
3,d2,60,84840.0,2.056e-07,0.019552,34.7974,0.89982,62.1
3,d3,1,1414.0,0.0003,0.037508,28.5782,0.72286,1057.9
3,d3,2,2828.0,0.0002998,0.037104,28.6832,0.72444,1055.3
3,d3,3,4242.0,0.0002992,0.036727,28.7396,0.72629,1054.0
3,d3,4,5656.0,0.0002982,0.036564,28.7689,0.72798,1056.5
3,d3,5,7070.0,0.0002967,0.036267,28.686,0.72931,1056.5
3,d3,6,8484.0,0.0002949,0.036118,28.727,0.72972,1056.2
3,d3,7,9898.0,0.0002927,0.035946,28.8974,0.73224,1055.3
3,d3,8,11312.0,0.00029,0.035818,28.7764,0.73126,1056.1
3,d3,9,12726.0,0.000287,0.035838,28.9168,0.73515,1055.5
3,d3,10,14140.0,0.0002837,0.035657,28.8615,0.73566,1055.8
3,d3,11,15554.0,0.0002799,0.035601,28.9423,0.73617,1056.5
3,d3,12,16968.0,0.0002758,0.035511,28.9741,0.73727,1055.8
3,d3,13,18382.0,0.0002714,0.035425,28.7535,0.73811,1056.8
3,d3,14,19796.0,0.0002666,0.035363,28.9297,0.73923,1057.2
3,d3,15,21210.0,0.0002615,0.035256,28.9976,0.73879,1057.4
3,d3,16,22624.0,0.0002561,0.035293,29.0174,0.73939,1057.8
3,d3,17,24038.0,0.0002504,0.035224,29.0214,0.73981,1058.8
3,d3,18,25452.0,0.0002444,0.035151,28.9872,0.74073,1057.6
3,d3,19,26866.0,0.0002382,0.035108,29.0375,0.74144,1058.9
3,d3,20,28280.0,0.0002317,0.035107,29.0163,0.74146,1059.4
3,d3,21,29694.0,0.000225,0.034988,29.0629,0.74213,1055.4
3,d3,22,31108.0,0.0002181,0.034986,29.0777,0.74243,1059.1
3,d3,23,32522.0,0.000211,0.034931,29.0161,0.74368,1059.0
3,d3,24,33936.0,0.0002038,0.034962,29.0596,0.74337,1057.7
3,d3,25,35350.0,0.0001964,0.034913,29.0351,0.74388,1059.4
3,d3,26,36764.0,0.0001888,0.034773,29.0015,0.74366,1057.1
3,d3,27,38178.0,0.0001812,0.034875,29.0999,0.74415,1058.1
3,d3,28,39592.0,0.0001735,0.034768,29.1317,0.74479,1058.0
3,d3,29,41006.0,0.0001657,0.034675,29.1175,0.74515,1057.6
3,d3,30,42420.0,0.0001579,0.034749,29.1329,0.74503,1057.9
3,d3,31,43834.0,0.00015,0.034695,29.0974,0.74409,1058.2
3,d3,32,45248.0,0.0001421,0.034769,29.1202,0.74478,1060.0
3,d3,33,46662.0,0.0001343,0.034642,29.1492,0.74505,1058.0
3,d3,34,48076.0,0.0001265,0.034641,29.1701,0.74516,1060.6
3,d3,35,49490.0,0.0001188,0.034625,29.1507,0.74566,1058.6
3,d3,36,50904.0,0.0001112,0.034681,29.1628,0.74603,1058.1
3,d3,37,52318.0,0.0001036,0.034547,29.1887,0.74522,1058.1
3,d3,38,53732.0,9.624e-05,0.034543,29.1644,0.74642,1058.9
3,d3,39,55146.0,8.899e-05,0.03453,29.1338,0.74614,1058.2
3,d3,40,56560.0,8.19e-05,0.034483,29.1944,0.74667,1060.0
3,d3,41,57974.0,7.5e-05,0.034497,29.1688,0.74702,1058.3
3,d3,42,59388.0,6.83e-05,0.03444,29.1488,0.74702,1057.9
3,d3,43,60802.0,6.183e-05,0.034441,29.1445,0.7474,1058.6
3,d3,44,62216.0,5.56e-05,0.034438,29.1534,0.7475,1057.7
3,d3,45,63630.0,4.963e-05,0.034489,29.1468,0.74749,1057.8
3,d3,46,65044.0,4.393e-05,0.034462,29.1794,0.74719,1057.7
3,d3,47,66458.0,3.853e-05,0.034421,29.1954,0.7478,1058.5
3,d3,48,67872.0,3.343e-05,0.034365,29.1638,0.74803,1057.5
3,d3,49,69286.0,2.865e-05,0.034368,29.192,0.74831,1057.2
3,d3,50,70700.0,2.42e-05,0.034422,29.2025,0.74803,1057.6
3,d3,51,72114.0,2.01e-05,0.034357,29.1999,0.74839,1057.3
3,d3,52,73528.0,1.635e-05,0.03439,29.1931,0.74816,1056.9
3,d3,53,74942.0,1.297e-05,0.034288,29.207,0.74846,1056.9
3,d3,54,76356.0,9.963e-06,0.034277,29.2194,0.74833,1056.0
3,d3,55,77770.0,7.342e-06,0.03438,29.2256,0.74813,1055.7
3,d3,56,79184.0,5.111e-06,0.034298,29.2173,0.74833,1057.0
3,d3,57,80598.0,3.278e-06,0.034262,29.2244,0.74834,1056.7
3,d3,58,82012.0,1.847e-06,0.03426,29.2117,0.74855,1057.0
3,d3,59,83426.0,8.217e-07,0.034352,29.2164,0.74847,1057.2
3,d3,60,84840.0,2.056e-07,0.034383,29.2172,0.74846,1054.7
3,d3n,1,1414.0,0.0003,0.038254,28.0862,0.71584,1078.5
3,d3n,2,2828.0,0.0002998,0.03755,28.1797,0.71925,1067.6
3,d3n,3,4242.0,0.0002992,0.037266,28.2748,0.72025,1067.7
3,d3n,4,5656.0,0.0002982,0.037186,28.2905,0.72018,1068.1
3,d3n,5,7070.0,0.0002967,0.036984,28.328,0.72243,1069.5
3,d3n,6,8484.0,0.0002949,0.036926,28.2361,0.72214,1066.8
3,d3n,7,9898.0,0.0002927,0.036822,28.3481,0.72206,1068.8
3,d3n,8,11312.0,0.00029,0.036753,28.3314,0.72205,1071.3
3,d3n,9,12726.0,0.000287,0.036819,28.4234,0.72401,1068.6
3,d3n,10,14140.0,0.0002837,0.036688,28.4239,0.72458,1067.7
3,d3n,11,15554.0,0.0002799,0.036676,28.4236,0.72388,1065.8
3,d3n,12,16968.0,0.0002758,0.03661,28.4353,0.72401,1068.3
3,d3n,13,18382.0,0.0002714,0.036578,28.333,0.72589,1066.7
3,d3n,14,19796.0,0.0002666,0.036535,28.4623,0.7257,1067.0
3,d3n,15,21210.0,0.0002615,0.036453,28.3932,0.72494,1066.1
3,d3n,16,22624.0,0.0002561,0.036504,28.4577,0.7256,1068.8
3,d3n,17,24038.0,0.0002504,0.036477,28.4578,0.72467,1067.6
3,d3n,18,25452.0,0.0002444,0.036423,28.396,0.72641,1067.0
3,d3n,19,26866.0,0.0002382,0.036387,28.4068,0.72672,1069.0
3,d3n,20,28280.0,0.0002317,0.036408,28.4538,0.72648,1069.6
3,d3n,21,29694.0,0.000225,0.036307,28.4125,0.72554,1068.6
3,d3n,22,31108.0,0.0002181,0.036329,28.4463,0.72638,1068.0
3,d3n,23,32522.0,0.000211,0.036292,28.5115,0.72734,1068.2
3,d3n,24,33936.0,0.0002038,0.036331,28.5176,0.72783,1069.1
3,d3n,25,35350.0,0.0001964,0.036306,28.4535,0.72713,1068.0
3,d3n,26,36764.0,0.0001888,0.036177,28.4122,0.72666,1070.0
3,d3n,27,38178.0,0.0001812,0.036291,28.5015,0.72803,1070.0
3,d3n,28,39592.0,0.0001735,0.0362,28.5379,0.72854,1068.5
3,d3n,29,41006.0,0.0001657,0.036113,28.5059,0.72835,1069.9
3,d3n,30,42420.0,0.0001579,0.036206,28.5369,0.72797,1069.9
3,d3n,31,43834.0,0.00015,0.036155,28.5439,0.72692,1070.1
3,d3n,32,45248.0,0.0001421,0.036253,28.5717,0.72749,1069.1
3,d3n,33,46662.0,0.0001343,0.036133,28.5434,0.72804,1068.9
3,d3n,34,48076.0,0.0001265,0.036134,28.5509,0.72813,1068.6
3,d3n,35,49490.0,0.0001188,0.036135,28.526,0.72836,1067.6
3,d3n,36,50904.0,0.0001112,0.03619,28.5282,0.72763,1070.6
3,d3n,37,52318.0,0.0001036,0.036083,28.5746,0.72885,1067.6
3,d3n,38,53732.0,9.624e-05,0.036079,28.5434,0.72853,1068.6
3,d3n,39,55146.0,8.899e-05,0.036069,28.5467,0.72884,1069.4
3,d3n,40,56560.0,8.19e-05,0.036016,28.5736,0.7285,1069.3
3,d3n,41,57974.0,7.5e-05,0.036054,28.5671,0.7288,1067.9
3,d3n,42,59388.0,6.83e-05,0.035994,28.5699,0.72898,1069.7
3,d3n,43,60802.0,6.183e-05,0.03602,28.5629,0.72854,1069.8
3,d3n,44,62216.0,5.56e-05,0.036013,28.5577,0.7289,1069.3
3,d3n,45,63630.0,4.963e-05,0.036066,28.5532,0.72895,1067.9
3,d3n,46,65044.0,4.393e-05,0.036058,28.566,0.72942,1068.1
3,d3n,47,66458.0,3.853e-05,0.036016,28.5858,0.72945,1067.3
3,d3n,48,67872.0,3.343e-05,0.035956,28.5722,0.72948,1069.2
3,d3n,49,69286.0,2.865e-05,0.035977,28.5983,0.7296,1069.0
3,d3n,50,70700.0,2.42e-05,0.036039,28.5863,0.72949,1068.3
3,d3n,51,72114.0,2.01e-05,0.035966,28.6062,0.72931,1070.2
3,d3n,52,73528.0,1.635e-05,0.036006,28.5857,0.72928,1069.4
3,d3n,53,74942.0,1.297e-05,0.035903,28.5856,0.7297,1067.5
3,d3n,54,76356.0,9.963e-06,0.035905,28.592,0.72957,1067.5
3,d3n,55,77770.0,7.342e-06,0.036004,28.6027,0.72953,1067.2
3,d3n,56,79184.0,5.111e-06,0.035935,28.5932,0.72969,1068.1
3,d3n,57,80598.0,3.278e-06,0.035893,28.6027,0.72964,1067.8
3,d3n,58,82012.0,1.847e-06,0.035906,28.5971,0.72964,1067.8
3,d3n,59,83426.0,8.217e-07,0.035992,28.5991,0.72963,1067.8
3,d3n,60,84840.0,2.056e-07,0.036021,28.5992,0.72962,1059.3
4,d0,1,1414.0,0.0003,0.028171,31.1932,0.82357,62.1
4,d0,2,2828.0,0.0002998,0.025084,31.6558,0.83515,61.9
4,d0,3,4242.0,0.0002992,0.024005,31.7637,0.84775,61.7
4,d0,4,5656.0,0.0002982,0.023464,32.3292,0.85098,61.5
4,d0,5,7070.0,0.0002967,0.023026,32.3252,0.85411,61.1
4,d0,6,8484.0,0.0002949,0.022721,32.6243,0.85915,61.4
4,d0,7,9898.0,0.0002927,0.022381,32.6556,0.85424,61.3
4,d0,8,11312.0,0.00029,0.022281,32.6604,0.86218,61.3
4,d0,9,12726.0,0.000287,0.021914,32.7673,0.86684,61.3
4,d0,10,14140.0,0.0002837,0.021776,32.979,0.86054,61.4
4,d0,11,15554.0,0.0002799,0.021628,33.0191,0.86737,61.0
4,d0,12,16968.0,0.0002758,0.021484,33.0487,0.8668,61.3
4,d0,13,18382.0,0.0002714,0.021325,33.1296,0.87129,61.2
4,d0,14,19796.0,0.0002666,0.021135,33.2872,0.87185,61.3
4,d0,15,21210.0,0.0002615,0.020989,33.1685,0.872,61.7
4,d0,16,22624.0,0.0002561,0.020912,33.2768,0.87298,61.6
4,d0,17,24038.0,0.0002504,0.020747,33.1436,0.87663,61.6
4,d0,18,25452.0,0.0002444,0.020717,32.9683,0.87592,61.4
4,d0,19,26866.0,0.0002382,0.020657,32.9886,0.87791,61.3
4,d0,20,28280.0,0.0002317,0.02053,33.4795,0.87908,61.6
4,d0,21,29694.0,0.000225,0.020524,33.4325,0.87836,61.3
4,d0,22,31108.0,0.0002181,0.020412,33.4539,0.87798,61.3
4,d0,23,32522.0,0.000211,0.020269,33.4809,0.87239,61.6
4,d0,24,33936.0,0.0002038,0.020229,33.6411,0.87635,61.5
4,d0,25,35350.0,0.0001964,0.02017,33.5204,0.88212,61.1
4,d0,26,36764.0,0.0001888,0.020086,33.4872,0.8805,61.4
4,d0,27,38178.0,0.0001812,0.020002,33.671,0.88056,61.5
