replica,row,epoch,step,lr,train_l1,val_psnr,val_ssim,sec
2,d0,7,9898.0,0.0002927,0.02252,32.9719,0.86113,61.4
2,d0,8,11312.0,0.00029,0.022337,32.9961,0.85512,61.5
2,d0,9,12726.0,0.000287,0.02214,33.3376,0.86429,61.6
2,d0,10,14140.0,0.0002837,0.021849,33.1392,0.86545,61.1
2,d0,11,15554.0,0.0002799,0.021767,33.4941,0.87106,61.3
2,d0,12,16968.0,0.0002758,0.021626,33.5529,0.867,61.7
2,d0,13,18382.0,0.0002714,0.021472,33.5672,0.87107,61.8
2,d0,14,19796.0,0.0002666,0.021304,33.583,0.87385,61.7
2,d0,15,21210.0,0.0002615,0.02117,33.3834,0.87384,61.4
2,d0,16,22624.0,0.0002561,0.020975,33.8024,0.87463,61.4
2,d0,17,24038.0,0.0002504,0.02098,33.8163,0.87343,61.5
2,d0,18,25452.0,0.0002444,0.02088,33.9306,0.87903,61.5
2,d0,19,26866.0,0.0002382,0.020738,33.9739,0.87772,61.3
2,d0,20,28280.0,0.0002317,0.020655,34.012,0.87735,61.4
2,d0,21,29694.0,0.000225,0.020602,34.0554,0.87653,61.3
2,d0,22,31108.0,0.0002181,0.020461,33.7,0.88209,61.4
2,d0,23,32522.0,0.000211,0.020339,33.8646,0.88298,61.2
2,d0,24,33936.0,0.0002038,0.020287,33.9536,0.88154,61.4
2,d0,25,35350.0,0.0001964,0.020258,34.1606,0.88085,61.2
2,d0,26,36764.0,0.0001888,0.020186,34.1177,0.87324,61.2
2,d0,27,38178.0,0.0001812,0.020196,34.2028,0.88042,61.1
2,d0,28,39592.0,0.0001735,0.02004,34.2688,0.88244,61.0
2,d0,29,41006.0,0.0001657,0.020077,34.3508,0.88298,61.1
2,d0,30,42420.0,0.0001579,0.019924,34.3759,0.88003,61.2
2,d0,31,43834.0,0.00015,0.01984,34.3121,0.88317,61.1
2,d0,32,45248.0,0.0001421,0.019847,34.3956,0.88327,61.2
2,d0,33,46662.0,0.0001343,0.019703,34.4647,0.88658,61.4
2,d0,34,48076.0,0.0001265,0.019697,34.4729,0.88463,61.3
2,d0,35,49490.0,0.0001188,0.01963,34.5198,0.88502,61.1
2,d0,36,50904.0,0.0001112,0.019686,34.4708,0.88399,61.2
2,d0,37,52318.0,0.0001036,0.01959,34.2692,0.88968,61.1
2,d0,38,53732.0,9.624e-05,0.019509,34.5137,0.88825,61.2
2,d0,39,55146.0,8.899e-05,0.019531,34.5024,0.88912,61.3
2,d0,40,56560.0,8.19e-05,0.019447,34.6161,0.88567,61.5
2,d0,41,57974.0,7.5e-05,0.019411,34.3049,0.88997,61.5
2,d0,42,59388.0,6.83e-05,0.019274,34.5559,0.88914,61.3
2,d0,43,60802.0,6.183e-05,0.019301,34.6708,0.88755,61.1
2,d0,44,62216.0,5.56e-05,0.01931,34.6311,0.88926,61.3
2,d0,45,63630.0,4.963e-05,0.01923,34.6141,0.89024,61.4
2,d0,46,65044.0,4.393e-05,0.019224,34.6555,0.89041,61.4
2,d0,47,66458.0,3.853e-05,0.019196,34.6712,0.88973,61.7
2,d0,48,67872.0,3.343e-05,0.0191,34.7237,0.88955,61.6
2,d0,49,69286.0,2.865e-05,0.019117,34.7386,0.88882,61.5
2,d0,50,70700.0,2.42e-05,0.019101,34.7227,0.89023,61.3
2,d0,51,72114.0,2.01e-05,0.019072,34.7624,0.8888,61.2
2,d0,52,73528.0,1.635e-05,0.019119,34.7499,0.88943,61.3
2,d0,53,74942.0,1.297e-05,0.019059,34.7569,0.8893,61.4
2,d0,54,76356.0,9.963e-06,0.01905,34.7776,0.88919,61.2
2,d0,55,77770.0,7.342e-06,0.018995,34.7799,0.89017,61.4
2,d0,56,79184.0,5.111e-06,0.019051,34.7983,0.89012,61.7
2,d0,57,80598.0,3.278e-06,0.01907,34.7853,0.89059,61.5
2,d0,58,82012.0,1.847e-06,0.019078,34.7886,0.89013,61.3
2,d0,59,83426.0,8.217e-07,0.019016,34.7875,0.89037,61.4
2,d0,60,84840.0,2.056e-07,0.018947,34.7889,0.89035,61.6
2,d1,1,1414.0,0.0003,0.023539,32.9342,0.87604,62.2
2,d1,2,2828.0,0.0002998,0.021358,33.3077,0.88482,61.8
2,d1,3,4242.0,0.0002992,0.020591,33.486,0.8935,61.6
2,d1,4,5656.0,0.0002982,0.020133,33.7667,0.89672,61.7
2,d1,5,7070.0,0.0002967,0.019758,33.7382,0.89132,61.6
2,d1,6,8484.0,0.0002949,0.019581,34.0736,0.90032,61.6
2,d1,7,9898.0,0.0002927,0.019316,33.9075,0.90595,61.6
2,d1,8,11312.0,0.00029,0.019165,34.1428,0.90045,61.8
2,d1,9,12726.0,0.000287,0.019026,34.1858,0.90556,62.0
2,d1,10,14140.0,0.0002837,0.01878,34.1713,0.90725,61.9
2,d1,11,15554.0,0.0002799,0.01874,34.2887,0.90985,61.8
2,d1,12,16968.0,0.0002758,0.018652,34.3941,0.90692,61.6
2,d1,13,18382.0,0.0002714,0.018614,34.3932,0.91058,61.7
2,d1,14,19796.0,0.0002666,0.018527,34.4516,0.90924,61.5
2,d1,15,21210.0,0.0002615,0.018369,34.2911,0.91358,61.4
2,d1,16,22624.0,0.0002561,0.018303,34.5563,0.91189,61.4
2,d1,17,24038.0,0.0002504,0.018288,34.6022,0.91206,61.4
2,d1,18,25452.0,0.0002444,0.018235,34.5063,0.91317,61.5
2,d1,19,26866.0,0.0002382,0.018154,34.4599,0.91219,61.6
2,d1,20,28280.0,0.0002317,0.018068,34.6526,0.91318,61.6
2,d1,21,29694.0,0.000225,0.018008,34.6206,0.91629,61.5
2,d1,22,31108.0,0.0002181,0.017975,34.7173,0.91434,61.5
2,d1,23,32522.0,0.000211,0.017944,34.5902,0.9171,61.8
2,d1,24,33936.0,0.0002038,0.017867,34.6062,0.9173,61.8
2,d1,25,35350.0,0.0001964,0.017848,34.7795,0.91563,61.7
2,d1,26,36764.0,0.0001888,0.017791,34.8046,0.91455,61.5
2,d1,27,38178.0,0.0001812,0.017767,34.7264,0.9154,61.9
2,d1,28,39592.0,0.0001735,0.017714,34.8632,0.91552,61.8
2,d1,29,41006.0,0.0001657,0.017739,34.8324,0.91541,61.3
2,d1,30,42420.0,0.0001579,0.017628,34.9254,0.91389,61.3
2,d1,31,43834.0,0.00015,0.017602,34.8063,0.91768,61.4
2,d1,32,45248.0,0.0001421,0.017586,34.926,0.91818,61.4
2,d1,33,46662.0,0.0001343,0.01754,34.9707,0.91619,61.5
2,d1,34,48076.0,0.0001265,0.017491,34.9674,0.91862,61.5
2,d1,35,49490.0,0.0001188,0.017488,34.9927,0.91729,61.4
2,d1,36,50904.0,0.0001112,0.017505,34.905,0.91763,61.4
2,d1,37,52318.0,0.0001036,0.017439,34.9471,0.9207,61.5
2,d1,38,53732.0,9.624e-05,0.017388,35.0196,0.92032,61.4
2,d1,39,55146.0,8.899e-05,0.01739,34.968,0.92147,61.4
2,d1,40,56560.0,8.19e-05,0.017349,35.0513,0.91827,61.8
2,d1,41,57974.0,7.5e-05,0.017333,34.8756,0.92139,61.3
2,d1,42,59388.0,6.83e-05,0.017249,35.0516,0.92104,61.6
2,d1,43,60802.0,6.183e-05,0.017277,35.075,0.91985,61.3
2,d1,44,62216.0,5.56e-05,0.017269,35.0604,0.92055,61.5
2,d1,45,63630.0,4.963e-05,0.017211,35.0807,0.9214,61.8
2,d1,46,65044.0,4.393e-05,0.017249,35.0973,0.92157,61.4
2,d1,47,66458.0,3.853e-05,0.017178,35.0423,0.92256,61.6
2,d1,48,67872.0,3.343e-05,0.017155,35.1046,0.92123,61.7
2,d1,49,69286.0,2.865e-05,0.017172,35.1528,0.921,61.5
2,d1,50,70700.0,2.42e-05,0.017145,35.1422,0.92114,61.6
2,d1,51,72114.0,2.01e-05,0.017098,35.155,0.92072,61.6
2,d1,52,73528.0,1.635e-05,0.01714,35.1592,0.92082,61.7
2,d1,53,74942.0,1.297e-05,0.017086,35.1737,0.92121,61.7
2,d1,54,76356.0,9.963e-06,0.017124,35.1598,0.92202,61.6
2,d1,55,77770.0,7.342e-06,0.017077,35.1762,0.92127,61.1
2,d1,56,79184.0,5.111e-06,0.017125,35.1717,0.9215,61.0
2,d1,57,80598.0,3.278e-06,0.017086,35.1719,0.9219,61.0
2,d1,58,82012.0,1.847e-06,0.017119,35.1703,0.92181,60.9
2,d1,59,83426.0,8.217e-07,0.017074,35.1754,0.92185,60.9
2,d1,60,84840.0,2.056e-07,0.017028,35.175,0.92191,61.1
2,d15,1,1414.0,0.0003,0.020754,33.812,0.90233,63.0
2,d15,2,2828.0,0.0002998,0.019681,34.018,0.90543,62.5
2,d15,3,4242.0,0.0002992,0.019313,34.0613,0.90513,62.1
2,d15,4,5656.0,0.0002982,0.01921,34.0351,0.90721,62.1
2,d15,5,7070.0,0.0002967,0.019135,34.0924,0.90779,62.2
2,d15,6,8484.0,0.0002949,0.019126,34.0495,0.90955,61.9
2,d15,7,9898.0,0.0002927,0.019038,34.3561,0.9084,61.9
2,d15,8,11312.0,0.00029,0.018893,34.25,0.90873,62.0
2,d15,9,12726.0,0.000287,0.018918,34.2162,0.90984,61.9
2,d15,10,14140.0,0.0002837,0.018839,34.4858,0.90739,61.7
2,d15,11,15554.0,0.0002799,0.018793,34.451,0.90992,61.9
2,d15,12,16968.0,0.0002758,0.018802,34.4737,0.9115,61.6
2,d15,13,18382.0,0.0002714,0.018679,34.4546,0.91166,62.2
2,d15,14,19796.0,0.0002666,0.018701,34.4672,0.91147,61.9
2,d15,15,21210.0,0.0002615,0.0186,34.5591,0.91106,62.2
2,d15,16,22624.0,0.0002561,0.018479,34.4648,0.91335,62.2
2,d15,17,24038.0,0.0002504,0.018469,34.6081,0.91125,62.1
2,d15,18,25452.0,0.0002444,0.018542,34.6429,0.91165,61.9
2,d15,19,26866.0,0.0002382,0.018385,34.5382,0.91353,61.6
2,d15,20,28280.0,0.0002317,0.018414,34.7361,0.91202,62.4
2,d15,21,29694.0,0.000225,0.018442,34.7266,0.91118,62.0
2,d15,22,31108.0,0.0002181,0.018296,34.6326,0.915,61.9
2,d15,23,32522.0,0.000211,0.018176,34.7307,0.91436,61.9
2,d15,24,33936.0,0.0002038,0.018249,34.7296,0.91419,62.5
2,d15,25,35350.0,0.0001964,0.018232,34.8507,0.91312,62.2
2,d15,26,36764.0,0.0001888,0.018172,34.8435,0.91429,62.4
2,d15,27,38178.0,0.0001812,0.018135,34.8019,0.91476,62.1
2,d15,28,39592.0,0.0001735,0.018136,34.7905,0.91509,62.1
2,d15,29,41006.0,0.0001657,0.018098,34.8872,0.91445,62.2
2,d15,30,42420.0,0.0001579,0.018079,34.9119,0.91484,62.4
2,d15,31,43834.0,0.00015,0.018023,34.8853,0.91383,62.4
2,d15,32,45248.0,0.0001421,0.017934,34.9071,0.91712,62.5
2,d15,33,46662.0,0.0001343,0.017896,34.89,0.91778,62.0
2,d15,34,48076.0,0.0001265,0.017815,34.9988,0.91804,61.8
2,d15,35,49490.0,0.0001188,0.017667,35.0253,0.91863,61.7
2,d15,36,50904.0,0.0001112,0.017799,34.9789,0.91998,61.9
2,d15,37,52318.0,0.0001036,0.017648,34.9184,0.92036,61.6
2,d15,38,53732.0,9.624e-05,0.017571,35.0958,0.91928,61.6
2,d15,39,55146.0,8.899e-05,0.017593,35.0835,0.92036,61.6
2,d15,40,56560.0,8.19e-05,0.01747,35.1399,0.91997,61.7
2,d15,41,57974.0,7.5e-05,0.017454,35.0799,0.92276,61.8
2,d15,42,59388.0,6.83e-05,0.017369,35.1631,0.92275,61.6
2,d15,43,60802.0,6.183e-05,0.017361,35.1869,0.92091,61.6
2,d15,44,62216.0,5.56e-05,0.017387,35.1451,0.9233,61.7
2,d15,45,63630.0,4.963e-05,0.017335,35.2084,0.92301,61.6
2,d15,46,65044.0,4.393e-05,0.017261,35.2267,0.92351,62.0
2,d15,47,66458.0,3.853e-05,0.017228,35.1739,0.92427,61.8
2,d15,48,67872.0,3.343e-05,0.017171,35.2225,0.92389,61.9
2,d15,49,69286.0,2.865e-05,0.01714,35.2365,0.92371,61.9
2,d15,50,70700.0,2.42e-05,0.017202,35.2777,0.92349,61.9
2,d15,51,72114.0,2.01e-05,0.017112,35.2887,0.92368,61.8
2,d15,52,73528.0,1.635e-05,0.017175,35.2658,0.92342,61.8
2,d15,53,74942.0,1.297e-05,0.017108,35.2692,0.9242,62.1
2,d15,54,76356.0,9.963e-06,0.017134,35.2789,0.92418,61.7
2,d15,55,77770.0,7.342e-06,0.017072,35.2922,0.92406,61.8
2,d15,56,79184.0,5.111e-06,0.017134,35.2877,0.92453,61.9
2,d15,57,80598.0,3.278e-06,0.017135,35.2941,0.92477,61.8
2,d15,58,82012.0,1.847e-06,0.017089,35.2998,0.92461,62.1
2,d15,59,83426.0,8.217e-07,0.017121,35.3017,0.92465,62.0
2,d15,60,84840.0,2.056e-07,0.017001,35.3001,0.92465,62.0
2,d2,1,1414.0,0.0003,0.023053,32.9401,0.87621,62.4
2,d2,2,2828.0,0.0002998,0.021917,33.1558,0.88116,61.9
2,d2,3,4242.0,0.0002992,0.021516,33.2982,0.88162,61.7
2,d2,4,5656.0,0.0002982,0.021371,33.2393,0.8802,61.7
2,d2,5,7070.0,0.0002967,0.021253,33.3702,0.88382,62.1
2,d2,6,8484.0,0.0002949,0.021248,33.2456,0.88569,62.1
2,d2,7,9898.0,0.0002927,0.021093,33.482,0.88623,61.9
2,d2,8,11312.0,0.00029,0.0209,33.4616,0.88485,62.3
2,d2,9,12726.0,0.000287,0.020867,33.5534,0.88809,61.8
2,d2,10,14140.0,0.0002837,0.020708,33.6001,0.88661,62.0
2,d2,11,15554.0,0.0002799,0.020693,33.4678,0.88871,62.0
2,d2,12,16968.0,0.0002758,0.020694,33.7161,0.88907,62.0
2,d2,13,18382.0,0.0002714,0.020537,33.6762,0.88972,61.9
2,d2,14,19796.0,0.0002666,0.020592,33.6578,0.88702,62.3
2,d2,15,21210.0,0.0002615,0.020462,33.8088,0.8899,62.1
2,d2,16,22624.0,0.0002561,0.020335,33.6424,0.8918,61.9
2,d2,17,24038.0,0.0002504,0.020344,33.8077,0.88777,62.5
2,d2,18,25452.0,0.0002444,0.020394,33.8443,0.89043,62.7
2,d2,19,26866.0,0.0002382,0.020261,33.7267,0.89198,62.4
2,d2,20,28280.0,0.0002317,0.020286,33.939,0.88946,62.4
2,d2,21,29694.0,0.000225,0.020311,33.7899,0.88614,62.1
2,d2,22,31108.0,0.0002181,0.020167,33.8807,0.8927,62.1
2,d2,23,32522.0,0.000211,0.020014,33.8988,0.89333,62.2
2,d2,24,33936.0,0.0002038,0.020065,33.9431,0.89347,62.3
2,d2,25,35350.0,0.0001964,0.020059,34.0225,0.89121,62.2
2,d2,26,36764.0,0.0001888,0.019986,34.0912,0.89128,62.2
2,d2,27,38178.0,0.0001812,0.019982,34.025,0.89395,62.1
2,d2,28,39592.0,0.0001735,0.019961,34.0625,0.89546,62.4
2,d2,29,41006.0,0.0001657,0.019951,34.0933,0.89385,61.9
2,d2,30,42420.0,0.0001579,0.019897,34.0628,0.89512,61.9
2,d2,31,43834.0,0.00015,0.019874,34.0681,0.89321,62.3
2,d2,32,45248.0,0.0001421,0.019816,34.0896,0.89568,62.1
2,d2,33,46662.0,0.0001343,0.019795,34.0682,0.89625,62.0
2,d2,34,48076.0,0.0001265,0.019782,34.1158,0.8953,61.7
2,d2,35,49490.0,0.0001188,0.019649,34.1929,0.89511,62.0
2,d2,36,50904.0,0.0001112,0.01985,34.1554,0.89598,61.8
2,d2,37,52318.0,0.0001036,0.019724,34.1783,0.89694,61.8
2,d2,38,53732.0,9.624e-05,0.019666,34.2077,0.89606,62.0
2,d2,39,55146.0,8.899e-05,0.01972,34.1526,0.89733,61.8
2,d2,40,56560.0,8.19e-05,0.019615,34.2446,0.89547,61.9
2,d2,41,57974.0,7.5e-05,0.019584,34.2148,0.89829,61.9
2,d2,42,59388.0,6.83e-05,0.019524,34.2693,0.89755,61.7
2,d2,43,60802.0,6.183e-05,0.019527,34.285,0.89512,62.0
2,d2,44,62216.0,5.56e-05,0.019563,34.2312,0.89859,62.2
2,d2,45,63630.0,4.963e-05,0.019552,34.2569,0.89786,62.1
2,d2,46,65044.0,4.393e-05,0.019457,34.2791,0.8992,62.0
2,d2,47,66458.0,3.853e-05,0.019433,34.2666,0.89944,62.2
2,d2,48,67872.0,3.343e-05,0.019343,34.2638,0.89935,62.1
2,d2,49,69286.0,2.865e-05,0.019362,34.2792,0.9001,62.1
2,d2,50,70700.0,2.42e-05,0.019397,34.3452,0.89893,62.2
2,d2,51,72114.0,2.01e-05,0.019323,34.3437,0.89918,62.6
2,d2,52,73528.0,1.635e-05,0.01938,34.3275,0.89917,62.3
2,d2,53,74942.0,1.297e-05,0.019313,34.3347,0.89968,62.0
2,d2,54,76356.0,9.963e-06,0.019358,34.3488,0.89927,61.8
2,d2,55,77770.0,7.342e-06,0.019311,34.352,0.89935,61.8
2,d2,56,79184.0,5.111e-06,0.019372,34.3461,0.89974,61.9
2,d2,57,80598.0,3.278e-06,0.019375,34.3468,0.90015,61.7
2,d2,58,82012.0,1.847e-06,0.019346,34.3593,0.89988,61.5
2,d2,59,83426.0,8.217e-07,0.019344,34.3568,0.89998,61.6
2,d2,60,84840.0,2.056e-07,0.019215,34.3542,0.89999,61.9
2,d3,1,1414.0,0.0003,0.037337,27.871,0.71044,1071.1
2,d3,2,2828.0,0.0002998,0.036994,27.9662,0.71279,1065.7
2,d3,3,4242.0,0.0002992,0.036654,27.9166,0.71669,1064.9
2,d3,4,5656.0,0.0002982,0.036346,28.1827,0.71638,1063.5
2,d3,5,7070.0,0.0002967,0.036076,28.1399,0.71904,1063.3
2,d3,6,8484.0,0.0002949,0.036011,28.1344,0.72159,1065.1
2,d3,7,9898.0,0.0002927,0.035804,28.1946,0.72285,1064.6
2,d3,8,11312.0,0.00029,0.03574,28.2041,0.72562,1063.7
2,d3,9,12726.0,0.000287,0.035634,28.223,0.72699,1066.4
2,d3,10,14140.0,0.0002837,0.035442,28.1316,0.7259,1064.0
2,d3,11,15554.0,0.0002799,0.035437,28.2628,0.72806,1063.5
2,d3,12,16968.0,0.0002758,0.035397,28.2922,0.72694,1066.2
2,d3,13,18382.0,0.0002714,0.035339,28.198,0.72742,1063.8
2,d3,14,19796.0,0.0002666,0.035237,28.2177,0.72769,1065.1
2,d3,15,21210.0,0.0002615,0.035119,28.3018,0.72994,1065.1
2,d3,16,22624.0,0.0002561,0.035088,28.2659,0.72992,1063.9
2,d3,17,24038.0,0.0002504,0.03505,28.3601,0.72971,1065.3
2,d3,18,25452.0,0.0002444,0.035056,28.3438,0.72992,1064.8
2,d3,19,26866.0,0.0002382,0.034995,28.263,0.73077,1065.6
2,d3,20,28280.0,0.0002317,0.034992,28.4056,0.73001,1064.5
2,d3,21,29694.0,0.000225,0.034955,28.3561,0.73326,1064.9
2,d3,22,31108.0,0.0002181,0.034861,28.3061,0.73253,1062.6
2,d3,23,32522.0,0.000211,0.034781,28.3641,0.73285,1064.5
2,d3,24,33936.0,0.0002038,0.034746,28.2986,0.73192,1064.5
2,d3,25,35350.0,0.0001964,0.034745,28.3848,0.733,1064.2
2,d3,26,36764.0,0.0001888,0.034702,28.3959,0.73361,1065.4
2,d3,27,38178.0,0.0001812,0.034727,28.3881,0.73242,1065.3
2,d3,28,39592.0,0.0001735,0.034645,28.4695,0.73251,1064.3
2,d3,29,41006.0,0.0001657,0.03468,28.4222,0.73426,1065.7
2,d3,30,42420.0,0.0001579,0.034517,28.434,0.73376,1068.7
2,d3,31,43834.0,0.00015,0.034557,28.4409,0.73407,1066.8
2,d3,32,45248.0,0.0001421,0.034554,28.4504,0.73454,1067.9
2,d3,33,46662.0,0.0001343,0.034486,28.4658,0.73447,1065.9
2,d3,34,48076.0,0.0001265,0.034476,28.4696,0.73425,1067.3
2,d3,35,49490.0,0.0001188,0.034452,28.4513,0.73581,1066.3
2,d3,36,50904.0,0.0001112,0.034512,28.4383,0.73502,1066.6
2,d3,37,52318.0,0.0001036,0.034437,28.4309,0.73609,1065.5
2,d3,38,53732.0,9.624e-05,0.034396,28.4902,0.73556,1064.9
2,d3,39,55146.0,8.899e-05,0.034416,28.4311,0.73587,1063.5
2,d3,40,56560.0,8.19e-05,0.034378,28.5208,0.73496,1065.7
2,d3,41,57974.0,7.5e-05,0.034373,28.4758,0.73606,1069.0
2,d3,42,59388.0,6.83e-05,0.034274,28.4982,0.73711,1066.4
2,d3,43,60802.0,6.183e-05,0.034283,28.516,0.73621,1069.0
2,d3,44,62216.0,5.56e-05,0.034336,28.5282,0.73688,1067.0
2,d3,45,63630.0,4.963e-05,0.034298,28.5143,0.73726,1065.7
2,d3,46,65044.0,4.393e-05,0.034271,28.5188,0.73713,1070.3
2,d3,47,66458.0,3.853e-05,0.034283,28.527,0.73751,1069.4
2,d3,48,67872.0,3.343e-05,0.034201,28.5175,0.73734,1066.0
2,d3,49,69286.0,2.865e-05,0.034196,28.5141,0.73708,1065.0
2,d3,50,70700.0,2.42e-05,0.034203,28.5401,0.73737,1064.8
2,d3,51,72114.0,2.01e-05,0.034164,28.5352,0.73752,1065.4
2,d3,52,73528.0,1.635e-05,0.034237,28.5394,0.73782,1067.2
2,d3,53,74942.0,1.297e-05,0.034154,28.5126,0.73761,1064.9
2,d3,54,76356.0,9.963e-06,0.034154,28.5459,0.73778,1065.6
2,d3,55,77770.0,7.342e-06,0.034117,28.5457,0.73779,1065.6
2,d3,56,79184.0,5.111e-06,0.034152,28.5458,0.7379,1064.4
2,d3,57,80598.0,3.278e-06,0.03418,28.5473,0.73792,1065.9
2,d3,58,82012.0,1.847e-06,0.034184,28.5519,0.73792,1066.5
2,d3,59,83426.0,8.217e-07,0.034168,28.5531,0.7379,1064.6
2,d3,60,84840.0,2.056e-07,0.034101,28.5512,0.73792,1059.6
2,d3n,1,1414.0,0.0003,0.038103,27.5499,0.70362,1066.8
2,d3n,2,2828.0,0.0002998,0.037448,27.6332,0.70842,1062.5
2,d3n,3,4242.0,0.0002992,0.037204,27.72,0.7087,1064.6
2,d3n,4,5656.0,0.0002982,0.037016,27.769,0.70712,1062.9
2,d3n,5,7070.0,0.0002967,0.036853,27.8265,0.70906,1063.4
2,d3n,6,8484.0,0.0002949,0.036898,27.7249,0.7111,1064.5
2,d3n,7,9898.0,0.0002927,0.036777,27.7673,0.71143,1063.4
2,d3n,8,11312.0,0.00029,0.036762,27.809,0.71158,1065.2
2,d3n,9,12726.0,0.000287,0.036705,27.8131,0.71327,1063.2
2,d3n,10,14140.0,0.0002837,0.036544,27.7399,0.71272,1066.3
2,d3n,11,15554.0,0.0002799,0.036588,27.8104,0.71322,1064.4
2,d3n,12,16968.0,0.0002758,0.036582,27.8469,0.71144,1063.4
2,d3n,13,18382.0,0.0002714,0.036556,27.7923,0.71235,1063.6
2,d3n,14,19796.0,0.0002666,0.036467,27.8693,0.71326,1061.8
2,d3n,15,21210.0,0.0002615,0.036387,27.8581,0.71386,1062.2
2,d3n,16,22624.0,0.0002561,0.036372,27.8215,0.71466,1060.9
2,d3n,17,24038.0,0.0002504,0.036368,27.8583,0.71487,1062.8
2,d3n,18,25452.0,0.0002444,0.036391,27.8195,0.71461,1062.5
2,d3n,19,26866.0,0.0002382,0.036333,27.8221,0.71361,1062.8
2,d3n,20,28280.0,0.0002317,0.036351,27.903,0.71417,1062.7
2,d3n,21,29694.0,0.000225,0.036335,27.8266,0.71582,1063.3
2,d3n,22,31108.0,0.0002181,0.036255,27.8354,0.71518,1062.9
2,d3n,23,32522.0,0.000211,0.036198,27.9072,0.71554,1063.7
2,d3n,24,33936.0,0.0002038,0.036173,27.8799,0.71377,1063.2
2,d3n,25,35350.0,0.0001964,0.03618,27.8216,0.71507,1061.1
2,d3n,26,36764.0,0.0001888,0.036137,27.9003,0.71625,1062.9
2,d3n,27,38178.0,0.0001812,0.036185,27.9032,0.71462,1064.3
2,d3n,28,39592.0,0.0001735,0.036114,27.9404,0.71604,1063.8
2,d3n,29,41006.0,0.0001657,0.03617,27.9102,0.71611,1064.8
2,d3n,30,42420.0,0.0001579,0.036012,27.9395,0.71646,1065.8
2,d3n,31,43834.0,0.00015,0.036062,27.9244,0.71634,1064.7
2,d3n,32,45248.0,0.0001421,0.036071,27.9724,0.7162,1064.7
2,d3n,33,46662.0,0.0001343,0.036008,27.8911,0.71566,1063.9
2,d3n,34,48076.0,0.0001265,0.036025,27.9444,0.71626,1064.1
2,d3n,35,49490.0,0.0001188,0.035996,27.9486,0.71738,1063.7
2,d3n,36,50904.0,0.0001112,0.036064,27.9248,0.71709,1065.1
2,d3n,37,52318.0,0.0001036,0.035998,27.9384,0.71689,1065.8
2,d3n,38,53732.0,9.624e-05,0.035971,27.9829,0.71659,1064.1
2,d3n,39,55146.0,8.899e-05,0.036003,27.9153,0.71733,1064.0
2,d3n,40,56560.0,8.19e-05,0.035975,27.9633,0.71642,1063.7
2,d3n,41,57974.0,7.5e-05,0.035971,27.961,0.71672,1064.2
2,d3n,42,59388.0,6.83e-05,0.035872,27.951,0.71732,1065.7
2,d3n,43,60802.0,6.183e-05,0.0359,27.9671,0.71725,1064.2
2,d3n,44,62216.0,5.56e-05,0.035954,27.9901,0.7176,1063.0
2,d3n,45,63630.0,4.963e-05,0.035916,27.9715,0.71747,1063.2
2,d3n,46,65044.0,4.393e-05,0.035906,27.9661,0.71778,1064.3
2,d3n,47,66458.0,3.853e-05,0.035922,27.9855,0.7181,1063.6
2,d3n,48,67872.0,3.343e-05,0.035845,27.9668,0.71749,1063.6
2,d3n,49,69286.0,2.865e-05,0.035847,27.9682,0.7175,1063.5
2,d3n,50,70700.0,2.42e-05,0.035861,27.9709,0.71783,1061.6
2,d3n,51,72114.0,2.01e-05,0.035831,27.9795,0.71774,1063.2
2,d3n,52,73528.0,1.635e-05,0.035893,27.9886,0.71772,1063.0
2,d3n,53,74942.0,1.297e-05,0.035817,27.9765,0.7177,1061.7
2,d3n,54,76356.0,9.963e-06,0.035818,27.9861,0.71788,1063.9
2,d3n,55,77770.0,7.342e-06,0.035785,27.9936,0.71794,1061.3
2,d3n,56,79184.0,5.111e-06,0.035824,27.9811,0.71799,1062.6
2,d3n,57,80598.0,3.278e-06,0.035849,27.9837,0.7179,1061.0
2,d3n,58,82012.0,1.847e-06,0.035864,27.9866,0.71792,1061.7
2,d3n,59,83426.0,8.217e-07,0.035836,27.988,0.71795,1062.1
2,d3n,60,84840.0,2.056e-07,0.035771,27.989,0.71795,1060.8
3,d0,1,1414.0,0.0003,0.027899,32.2522,0.82576,61.8
3,d0,2,2828.0,0.0002998,0.025002,32.6595,0.84497,61.2
3,d0,3,4242.0,0.0002992,0.024091,33.0306,0.84907,61.2
3,d0,4,5656.0,0.0002982,0.023571,33.2067,0.84958,61.5
3,d0,5,7070.0,0.0002967,0.023105,33.4333,0.8548,61.6
3,d0,6,8484.0,0.0002949,0.022743,33.4334,0.86227,61.5
3,d0,7,9898.0,0.0002927,0.022438,33.6682,0.86389,61.8
3,d0,8,11312.0,0.00029,0.022302,33.5927,0.8652,61.5
3,d0,9,12726.0,0.000287,0.022097,33.7325,0.86989,61.3
3,d0,10,14140.0,0.0002837,0.021926,33.8939,0.86884,61.5
3,d0,11,15554.0,0.0002799,0.021739,34.0363,0.87025,61.7
3,d0,12,16968.0,0.0002758,0.021557,34.0658,0.86646,61.9
3,d0,13,18382.0,0.0002714,0.021447,33.8281,0.8763,61.6
3,d0,14,19796.0,0.0002666,0.021355,34.0207,0.87046,61.7
3,d0,15,21210.0,0.0002615,0.021178,34.0858,0.87343,61.9
3,d0,16,22624.0,0.0002561,0.021153,34.1536,0.8793,61.7
