epoch,step,lr,train_l1,val_psnr,val_ssim,sec
1,1414,3.000e-04,0.023233,33.4718,0.87904,62.2
2,2828,2.998e-04,0.021944,33.6874,0.88288,61.3
3,4242,2.992e-04,0.021709,33.7190,0.88215,61.5
4,5656,2.982e-04,0.021457,33.8375,0.88382,61.6
5,7070,2.967e-04,0.021320,33.9478,0.88616,61.4
6,8484,2.949e-04,0.021207,33.9641,0.88645,61.7
7,9898,2.927e-04,0.021095,34.0759,0.88696,61.8
8,11312,2.900e-04,0.021006,33.9113,0.88863,61.9
9,12726,2.870e-04,0.020895,34.1841,0.88862,61.8
10,14140,2.837e-04,0.020784,34.2115,0.88918,61.8
11,15554,2.799e-04,0.020666,34.2280,0.89010,61.5
12,16968,2.758e-04,0.020605,34.1530,0.88977,61.7
13,18382,2.714e-04,0.020517,34.1926,0.89270,61.6
14,19796,2.666e-04,0.020552,34.0943,0.89064,61.7
15,21210,2.615e-04,0.020506,34.2584,0.89248,61.7
16,22624,2.561e-04,0.020501,34.2403,0.89243,61.8
17,24038,2.504e-04,0.020405,34.2936,0.89339,61.6
18,25452,2.444e-04,0.020374,34.4463,0.89233,62.0
19,26866,2.382e-04,0.020317,34.3425,0.89468,62.2
20,28280,2.317e-04,0.020329,34.4387,0.89264,62.1
21,29694,2.250e-04,0.020211,34.3407,0.89406,61.5
22,31108,2.181e-04,0.020274,34.4762,0.89147,61.7
23,32522,2.110e-04,0.020219,34.3795,0.89242,61.8
24,33936,2.038e-04,0.020173,34.4990,0.89438,61.9
25,35350,1.964e-04,0.020093,34.3648,0.89540,61.8
26,36764,1.888e-04,0.020074,34.4730,0.89495,61.7
27,38178,1.812e-04,0.020114,34.5321,0.89583,61.7
28,39592,1.735e-04,0.020034,34.6027,0.89558,61.5
29,41006,1.657e-04,0.019998,34.5297,0.89440,61.7
30,42420,1.579e-04,0.020007,34.3684,0.89575,61.6
31,43834,1.500e-04,0.019950,34.5236,0.89598,61.8
32,45248,1.421e-04,0.019985,34.5137,0.89720,61.7
33,46662,1.343e-04,0.019950,34.6575,0.89499,61.8
34,48076,1.265e-04,0.019840,34.6719,0.89658,61.9
35,49490,1.188e-04,0.019828,34.5783,0.89682,61.9
36,50904,1.112e-04,0.019948,34.6606,0.89721,61.7
37,52318,1.036e-04,0.019806,34.7100,0.89798,61.9
38,53732,9.624e-05,0.019726,34.6416,0.89737,62.0
39,55146,8.899e-05,0.019751,34.6911,0.89845,61.9
40,56560,8.190e-05,0.019774,34.7442,0.89729,62.5
41,57974,7.500e-05,0.019742,34.7009,0.89813,62.1
42,59388,6.830e-05,0.019683,34.6993,0.89887,62.4
43,60802,6.183e-05,0.019719,34.6837,0.89837,62.0
44,62216,5.560e-05,0.019636,34.6386,0.89893,62.0
45,63630,4.963e-05,0.019754,34.7210,0.89898,62.0
46,65044,4.393e-05,0.019734,34.6937,0.89952,62.4
47,66458,3.853e-05,0.019666,34.7666,0.89836,62.0
48,67872,3.343e-05,0.019660,34.7451,0.89992,61.9
49,69286,2.865e-05,0.019600,34.7589,0.89958,62.2
50,70700,2.420e-05,0.019613,34.7543,0.89956,62.0
51,72114,2.010e-05,0.019535,34.7818,0.89957,62.1
52,73528,1.635e-05,0.019560,34.7374,0.89931,61.9
53,74942,1.297e-05,0.019510,34.7808,0.89974,61.8
54,76356,9.963e-06,0.019507,34.7765,0.89974,62.1
55,77770,7.342e-06,0.019642,34.8006,0.89932,61.8
56,79184,5.111e-06,0.019534,34.7955,0.89976,62.0
57,80598,3.278e-06,0.019470,34.8145,0.89960,62.4
58,82012,1.847e-06,0.019527,34.7892,0.89989,62.1
59,83426,8.217e-07,0.019588,34.7973,0.89981,62.0
60,84840,2.056e-07,0.019552,34.7974,0.89982,62.1
